sample_id,transect_location,Post-Ignition weight
EC1_K025_Transition,Transition,1.3399999999999999
EC1_K025_Transition,Upland,1.3399999999999999
EC1_K025_Upland,Sediment,3.51
EC1_K025_Upland,Wetland,3.51
EC1_K025_Upland,Transition,3.51
EC1_K025_Upland,Upland,3.51
EC1_K027_Sediment,Sediment,0.71
EC1_K027_Sediment,Wetland,0.71
EC1_K027_Sediment,Transition,0.71
EC1_K027_Sediment,Upland,0.71
EC1_K027_Wetland,Sediment,0.1299999999999999
EC1_K027_Wetland,Wetland,0.1299999999999999
EC1_K027_Wetland,Transition,0.1299999999999999
EC1_K027_Wetland,Upland,0.1299999999999999
EC1_K027_Transition,Sediment,3.83
EC1_K027_Transition,Wetland,3.83
EC1_K027_Transition,Transition,3.83
EC1_K027_Transition,Upland,3.83
EC1_K061_Sediment,Sediment,1.4899999999999998
EC1_K061_Sediment,Wetland,1.4899999999999998
EC1_K061_Sediment,Transition,1.4899999999999998
EC1_K061_Sediment,Upland,1.4899999999999998
EC1_K004_Sediment,Sediment,2.33
EC1_K004_Sediment,Wetland,2.33
EC1_K004_Sediment,Transition,2.33
EC1_K004_Sediment,Upland,2.33
EC1_K004_Wetland,Sediment,0.8099999999999987
EC1_K004_Wetland,Wetland,0.8099999999999987
EC1_K004_Wetland,Transition,0.8099999999999987
EC1_K004_Wetland,Upland,0.8099999999999987
EC1_K004_Transition,Sediment,1.950000000000001
EC1_K004_Transition,Wetland,1.950000000000001
EC1_K004_Transition,Transition,1.950000000000001
EC1_K004_Transition,Upland,1.950000000000001
EC1_K004_Upland,Sediment,3.219999999999999
EC1_K004_Upland,Wetland,3.219999999999999
EC1_K004_Upland,Transition,3.219999999999999
EC1_K004_Upland,Upland,3.219999999999999
EC1_K020_Upland,Sediment,3.3099999999999987
EC1_K020_Upland,Wetland,3.3099999999999987
EC1_K020_Upland,Transition,3.3099999999999987
EC1_K020_Upland,Upland,3.3099999999999987
EC1_K016_Sediment,Sediment,1.33
EC1_K016_Sediment,Wetland,1.33
EC1_K016_Sediment,Transition,1.33
EC1_K016_Sediment,Upland,1.33
EC1_K016_Wetland,Sediment,1.0299999999999998
EC1_K016_Wetland,Wetland,1.0299999999999998
EC1_K016_Wetland,Transition,1.0299999999999998
EC1_K016_Wetland,Upland,1.0299999999999998
EC1_K016_Upland,Sediment,0.5799999999999998
EC1_K016_Upland,Wetland,0.5799999999999998
EC1_K016_Upland,Transition,0.5799999999999998
EC1_K016_Upland,Upland,0.5799999999999998
EC1_K023_Sediment,Sediment,2.26
EC1_K023_Sediment,Wetland,2.26
EC1_K023_Sediment,Transition,2.26
EC1_K023_Sediment,Upland,2.26
EC1_K023_Wetland,Sediment,0.4099999999999999
EC1_K023_Wetland,Wetland,0.4099999999999999
EC1_K023_Wetland,Transition,0.4099999999999999
EC1_K023_Wetland,Upland,0.4099999999999999
EC1_K023_Upland,Sediment,2.13
EC1_K023_Upland,Wetland,2.13
EC1_K023_Upland,Transition,2.13
EC1_K023_Upland,Upland,2.13
EC1_K035_Wetland,Sediment,0.7399999999999998
EC1_K035_Wetland,Wetland,0.7399999999999998
EC1_K035_Wetland,Transition,0.7399999999999998
EC1_K035_Wetland,Upland,0.7399999999999998
EC1_K035_Sediment,Sediment,1.7599999999999998
EC1_K035_Sediment,Wetland,1.7599999999999998
EC1_K035_Sediment,Transition,1.7599999999999998
EC1_K035_Sediment,Upland,1.7599999999999998
EC1_K035_Transition,Sediment,1.1199999999999999
EC1_K035_Transition,Wetland,1.1199999999999999
EC1_K035_Transition,Transition,1.1199999999999999
EC1_K035_Transition,Upland,1.1199999999999999
EC1_K052_Sediment,Sediment,1.2299999999999986
EC1_K052_Sediment,Wetland,1.2299999999999986
EC1_K052_Sediment,Transition,1.2299999999999986
EC1_K052_Sediment,Upland,1.2299999999999986
EC1_K052_Upland,Sediment,3.92
EC1_K052_Upland,Wetland,3.92
EC1_K052_Upland,Transition,3.92
EC1_K052_Upland,Upland,3.92
EC1_K062_Sediment,Sediment,0.7400000000000002
EC1_K062_Sediment,Wetland,0.7400000000000002
EC1_K062_Sediment,Transition,0.7400000000000002
EC1_K062_Sediment,Upland,0.7400000000000002
EC1_K062_Wetland,Sediment,0.9299999999999997
EC1_K062_Wetland,Wetland,0.9299999999999997
EC1_K062_Wetland,Transition,0.9299999999999997
EC1_K062_Wetland,Upland,0.9299999999999997
EC1_K062_Transition,Sediment,1.2400000000000002
EC1_K062_Transition,Wetland,1.2400000000000002
EC1_K062_Transition,Transition,1.2400000000000002
EC1_K062_Transition,Upland,1.2400000000000002
EC1_K062_Upland,Sediment,3.0700000000000003
EC1_K062_Upland,Wetland,3.0700000000000003
EC1_K062_Upland,Transition,3.0700000000000003
EC1_K062_Upland,Upland,3.0700000000000003
EC1_K047_Sediment,Sediment,0.33999999999999986
EC1_K047_Sediment,Wetland,0.33999999999999986
EC1_K047_Sediment,Transition,0.33999999999999986
EC1_K047_Sediment,Upland,0.33999999999999986
EC1_K047_Wetland,Sediment,0.07999999999999985
EC1_K047_Wetland,Wetland,0.07999999999999985
EC1_K047_Wetland,Transition,0.07999999999999985
EC1_K047_Wetland,Upland,0.07999999999999985
EC1_K047_Transition,Sediment,3.8200000000000003
EC1_K047_Transition,Wetland,3.8200000000000003
EC1_K047_Transition,Transition,3.8200000000000003
EC1_K047_Transition,Upland,3.8200000000000003
EC1_K047_Upland,Sediment,2.24
EC1_K047_Upland,Wetland,2.24
EC1_K047_Upland,Transition,2.24
EC1_K047_Upland,Upland,2.24
EC1_K053_Sediment,Sediment,1.8199999999999998
EC1_K053_Sediment,Wetland,1.8199999999999998
EC1_K053_Sediment,Transition,1.8199999999999998
EC1_K053_Sediment,Upland,1.8199999999999998
EC1_K053_Wetland,Sediment,0.8400000000000001
EC1_K053_Wetland,Wetland,0.8400000000000001
EC1_K053_Wetland,Transition,0.8400000000000001
EC1_K053_Wetland,Upland,0.8400000000000001
EC1_K053_Transition,Sediment,3.92
EC1_K053_Transition,Wetland,3.92
EC1_K053_Transition,Transition,3.92
EC1_K053_Transition,Upland,3.92
EC1_K033_Sediment,Sediment,2.87
EC1_K033_Sediment,Wetland,2.87
EC1_K033_Sediment,Transition,2.87
EC1_K033_Sediment,Upland,2.87
EC1_K033_Wetland,Sediment,1.4000000000000001
EC1_K033_Wetland,Wetland,1.4000000000000001
EC1_K033_Wetland,Transition,1.4000000000000001
EC1_K033_Wetland,Upland,1.4000000000000001
EC1_K033_Upland,Sediment,3.26
EC1_K033_Upland,Wetland,3.26
EC1_K033_Upland,Transition,3.26
EC1_K033_Upland,Upland,3.26
EC1_K039_Sediment,Sediment,0.49
EC1_K039_Sediment,Wetland,0.49
EC1_K039_Sediment,Transition,0.49
EC1_K039_Sediment,Upland,0.49
EC1_K039_Wetland,Sediment,0.05999999999999983
EC1_K039_Wetland,Wetland,0.05999999999999983
EC1_K039_Wetland,Transition,0.05999999999999983
EC1_K039_Wetland,Upland,0.05999999999999983
EC1_K039_Transition,Sediment,0.06999999999999984
EC1_K039_Transition,Wetland,0.06999999999999984
EC1_K039_Transition,Transition,0.06999999999999984
EC1_K039_Transition,Upland,0.06999999999999984
EC1_K039_Upland,Sediment,2.3
EC1_K039_Upland,Wetland,2.3
EC1_K039_Upland,Transition,2.3
EC1_K039_Upland,Upland,2.3
EC1_K059_Sediment,Sediment,0.94
EC1_K059_Sediment,Wetland,0.94
EC1_K059_Sediment,Transition,0.94
EC1_K059_Sediment,Upland,0.94
EC1_K059_Wetland,Sediment,0.20999999999999996
EC1_K059_Wetland,Wetland,0.20999999999999996
EC1_K059_Wetland,Transition,0.20999999999999996
EC1_K059_Wetland,Upland,0.20999999999999996
EC1_K059_Transition,Sediment,0.16999999999999993
EC1_K059_Transition,Wetland,0.16999999999999993
EC1_K059_Transition,Transition,0.16999999999999993
EC1_K059_Transition,Upland,0.16999999999999993
EC1_K059_Upland,Sediment,0.21999999999999997
EC1_K059_Upland,Wetland,0.21999999999999997
EC1_K059_Upland,Transition,0.21999999999999997
EC1_K059_Upland,Upland,0.21999999999999997
EC1_K054_Sediment,Sediment,1.17
EC1_K054_Sediment,Wetland,1.17
EC1_K054_Sediment,Transition,1.17
EC1_K054_Sediment,Upland,1.17
EC1_K054_Wetland,Sediment,0.5999999999999999
EC1_K054_Wetland,Wetland,0.5999999999999999
EC1_K054_Wetland,Transition,0.5999999999999999
EC1_K054_Wetland,Upland,0.5999999999999999
EC1_K054_Transition,Sediment,0.20999999999999996
EC1_K054_Transition,Wetland,0.20999999999999996
EC1_K054_Transition,Transition,0.20999999999999996
EC1_K054_Transition,Upland,0.20999999999999996
EC1_K054_Upland,Sediment,3.79
EC1_K054_Upland,Wetland,3.79
EC1_K054_Upland,Transition,3.79
EC1_K054_Upland,Upland,3.79
EC1_K017_Sediment,Sediment,1.87
EC1_K017_Sediment,Wetland,1.87
EC1_K017_Sediment,Transition,1.87
EC1_K017_Sediment,Upland,1.87
EC1_K017_Wetland,Sediment,0.7899999999999998
EC1_K017_Wetland,Wetland,0.7899999999999998
EC1_K017_Wetland,Transition,0.7899999999999998
EC1_K017_Wetland,Upland,0.7899999999999998
EC1_K017_Transition,Sediment,2.42
EC1_K017_Transition,Wetland,2.42
EC1_K017_Transition,Transition,2.42
EC1_K017_Transition,Upland,2.42
EC1_K034_Sediment,Sediment,1.44
EC1_K034_Sediment,Wetland,1.44
EC1_K034_Sediment,Transition,1.44
EC1_K034_Sediment,Upland,1.44
EC1_K034_Wetland,Sediment,1.1500000000000001
EC1_K034_Wetland,Wetland,1.1500000000000001
EC1_K034_Wetland,Transition,1.1500000000000001
EC1_K034_Wetland,Upland,1.1500000000000001
EC1_K034_Transition,Sediment,0.7499999999999998
EC1_K034_Transition,Wetland,0.7499999999999998
EC1_K034_Transition,Transition,0.7499999999999998
EC1_K034_Transition,Upland,0.7499999999999998
EC1_K034_Upland,Sediment,3.5599999999999996
EC1_K034_Upland,Wetland,3.5599999999999996
EC1_K034_Upland,Transition,3.5599999999999996
EC1_K034_Upland,Upland,3.5599999999999996
EC1_K010_Transition,Sediment,2.7699999999999996
EC1_K010_Transition,Wetland,2.7699999999999996
EC1_K010_Transition,Transition,2.7699999999999996
EC1_K010_Transition,Upland,2.7699999999999996
EC1_K018_Transition,Sediment,3.5599999999999987
EC1_K018_Transition,Wetland,3.5599999999999987
EC1_K018_Transition,Transition,3.5599999999999987
EC1_K018_Transition,Upland,3.5599999999999987
EC1_K050_Transition,Sediment,3.3000000000000007
EC1_K050_Transition,Wetland,3.3000000000000007
EC1_K050_Transition,Transition,3.3000000000000007
EC1_K050_Transition,Upland,3.3000000000000007
EC1_K011_Transition,Sediment,3.9399999999999995
EC1_K011_Transition,Wetland,3.9399999999999995
EC1_K011_Transition,Transition,3.9399999999999995
EC1_K011_Transition,Upland,3.9399999999999995
EC1_K015_Sediment,Sediment,1.26
EC1_K015_Sediment,Wetland,1.26
EC1_K015_Sediment,Transition,1.26
EC1_K015_Sediment,Upland,1.26
EC1_K015_Wetland,Sediment,1.2199999999999998
EC1_K015_Wetland,Wetland,1.2199999999999998
EC1_K015_Wetland,Transition,1.2199999999999998
EC1_K015_Wetland,Upland,1.2199999999999998
EC1_K015_Transition,Sediment,2.7600000000000002
EC1_K015_Transition,Wetland,2.7600000000000002
EC1_K015_Transition,Transition,2.7600000000000002
EC1_K015_Transition,Upland,2.7600000000000002
EC1_K015_Upland,Sediment,3.4299999999999997
EC1_K015_Upland,Wetland,3.4299999999999997
EC1_K015_Upland,Transition,3.4299999999999997
EC1_K015_Upland,Upland,3.4299999999999997
EC1_K021_Sediment,Sediment,1.67
EC1_K021_Sediment,Wetland,1.67
EC1_K021_Sediment,Transition,1.67
EC1_K021_Sediment,Upland,1.67
EC1_K021_Wetland,Sediment,0.98
EC1_K021_Wetland,Wetland,0.98
EC1_K021_Wetland,Transition,0.98
EC1_K021_Wetland,Upland,0.98
EC1_K021_Transition,Sediment,0.9499999999999997
EC1_K021_Transition,Wetland,0.9499999999999997
EC1_K021_Transition,Transition,0.9499999999999997
EC1_K021_Transition,Upland,0.9499999999999997
EC1_K021_Upland,Sediment,3.59
EC1_K021_Upland,Wetland,3.59
EC1_K021_Upland,Transition,3.59
EC1_K021_Upland,Upland,3.59
EC1_K022_Sediment,Sediment,0.6999999999999997
EC1_K022_Sediment,Wetland,0.6999999999999997
EC1_K022_Sediment,Transition,0.6999999999999997
EC1_K022_Sediment,Upland,0.6999999999999997
EC1_K022_Wetland,Sediment,1.52
EC1_K022_Wetland,Wetland,1.52
EC1_K022_Wetland,Transition,1.52
EC1_K022_Wetland,Upland,1.52
EC1_K022_Transition,Sediment,0.81
EC1_K022_Transition,Wetland,0.81
EC1_K022_Transition,Transition,0.81
EC1_K022_Transition,Upland,0.81
EC1_K022_Upland,Sediment,2.9799999999999995
EC1_K022_Upland,Wetland,2.9799999999999995
EC1_K022_Upland,Transition,2.9799999999999995
EC1_K022_Upland,Upland,2.9799999999999995
EC1_K026_Sediment,Sediment,1.87
EC1_K026_Sediment,Wetland,1.87
EC1_K026_Sediment,Transition,1.87
EC1_K026_Sediment,Upland,1.87
EC1_K026_Wetland,Sediment,1.6799999999999997
EC1_K026_Wetland,Wetland,1.6799999999999997
EC1_K026_Wetland,Transition,1.6799999999999997
EC1_K026_Wetland,Upland,1.6799999999999997
EC1_K026_Transition,Sediment,2.44
EC1_K026_Transition,Wetland,2.44
EC1_K026_Transition,Transition,2.44
EC1_K026_Transition,Upland,2.44
EC1_K030_Sediment,Sediment,1.2599999999999998
EC1_K030_Sediment,Wetland,1.2599999999999998
EC1_K030_Sediment,Transition,1.2599999999999998
EC1_K030_Sediment,Upland,1.2599999999999998
EC1_K030_Wetland,Sediment,2.11
EC1_K030_Wetland,Wetland,2.11
EC1_K030_Wetland,Transition,2.11
EC1_K030_Wetland,Upland,2.11
EC1_K030_Upland,Sediment,0.69
EC1_K030_Upland,Wetland,0.69
EC1_K030_Upland,Transition,0.69
EC1_K030_Upland,Upland,0.69
EC1_K018_Wetland,Sediment,3.8499999999999996
EC1_K018_Wetland,Wetland,3.8499999999999996
EC1_K018_Wetland,Transition,3.8499999999999996
EC1_K018_Wetland,Upland,3.8499999999999996
EC1_K018_Upland,Sediment,1.63
EC1_K018_Upland,Wetland,1.63
EC1_K018_Upland,Transition,1.63
EC1_K018_Upland,Upland,1.63
EC1_K037_Sediment,Sediment,1.6099999999999999
EC1_K037_Sediment,Wetland,1.6099999999999999
EC1_K037_Sediment,Transition,1.6099999999999999
EC1_K037_Sediment,Upland,1.6099999999999999
EC1_K037_Wetland,Sediment,1.17
EC1_K037_Wetland,Wetland,1.17
EC1_K037_Wetland,Transition,1.17
EC1_K037_Wetland,Upland,1.17
EC1_K041_Transition,Sediment,0.17999999999999994
EC1_K041_Transition,Wetland,0.17999999999999994
EC1_K041_Transition,Transition,0.17999999999999994
EC1_K041_Transition,Upland,0.17999999999999994
EC1_K041_Upland,Sediment,0.16999999999999993
EC1_K041_Upland,Wetland,0.16999999999999993
EC1_K041_Upland,Transition,0.16999999999999993
EC1_K041_Upland,Upland,0.16999999999999993
EC1_K044_Sediment,Sediment,1.58
EC1_K044_Sediment,Wetland,1.58
EC1_K044_Sediment,Transition,1.58
EC1_K044_Sediment,Upland,1.58
EC1_K044_Wetland,Sediment,2.01
EC1_K044_Wetland,Wetland,2.01
EC1_K044_Wetland,Transition,2.01
EC1_K044_Wetland,Upland,2.01
EC1_K044_Transition,Sediment,0.27
EC1_K044_Transition,Wetland,0.27
EC1_K044_Transition,Transition,0.27
EC1_K044_Transition,Upland,0.27
EC1_K044_Upland,Sediment,3.58
EC1_K044_Upland,Wetland,3.58
EC1_K044_Upland,Transition,3.58
EC1_K044_Upland,Upland,3.58
EC1_K050_Wetland,Sediment,0.77
EC1_K050_Wetland,Wetland,0.77
EC1_K050_Wetland,Transition,0.77
EC1_K050_Wetland,Upland,0.77
EC1_K009_Wetland,Sediment,0.8199999999999998
EC1_K009_Wetland,Wetland,0.8199999999999998
EC1_K009_Wetland,Transition,0.8199999999999998
EC1_K009_Wetland,Upland,0.8199999999999998
EC1_K051_Transition,Sediment,0.7399999999999998
EC1_K051_Transition,Wetland,0.7399999999999998
EC1_K051_Transition,Transition,0.7399999999999998
EC1_K051_Transition,Upland,0.7399999999999998
EC1_K008_Wetland,Sediment,1.5599999999999998
EC1_K008_Wetland,Wetland,1.5599999999999998
EC1_K008_Wetland,Transition,1.5599999999999998
EC1_K008_Wetland,Upland,1.5599999999999998
EC1_K009_Transition,Sediment,1.71
EC1_K009_Transition,Wetland,1.71
EC1_K009_Transition,Transition,1.71
EC1_K009_Transition,Upland,1.71
EC1_K008_Transition,Sediment,0.3799999999999999
EC1_K008_Transition,Wetland,0.3799999999999999
EC1_K008_Transition,Transition,0.3799999999999999
EC1_K008_Transition,Upland,0.3799999999999999
EC1_K011_Wetland,Sediment,1.76
EC1_K011_Wetland,Wetland,1.76
EC1_K011_Wetland,Transition,1.76
EC1_K011_Wetland,Upland,1.76
EC1_K010_Wetland,Sediment,1.6600000000000001
EC1_K010_Wetland,Wetland,1.6600000000000001
EC1_K010_Wetland,Transition,1.6600000000000001
EC1_K010_Wetland,Upland,1.6600000000000001
EC1_K060_Sediment,Sediment,1.7999999999999998
EC1_K060_Sediment,Wetland,1.7999999999999998
EC1_K060_Sediment,Transition,1.7999999999999998
EC1_K060_Sediment,Upland,1.7999999999999998
EC1_K040_Upland,Sediment,0.19999999999999996
EC1_K040_Upland,Wetland,0.19999999999999996
EC1_K040_Upland,Transition,0.19999999999999996
EC1_K040_Upland,Upland,0.19999999999999996
EC1_K040_Wetland,Sediment,2.88
EC1_K040_Wetland,Wetland,2.88
EC1_K040_Wetland,Transition,2.88
EC1_K040_Wetland,Upland,2.88
EC1_K040_Transition,Sediment,0.1399999999999999
EC1_K040_Transition,Wetland,0.1399999999999999
EC1_K040_Transition,Transition,0.1399999999999999
EC1_K040_Transition,Upland,0.1399999999999999
EC1_K038_Upland,Sediment,3.59
EC1_K038_Upland,Wetland,3.59
EC1_K038_Upland,Transition,3.59
EC1_K038_Upland,Upland,3.59
EC1_K038_Wetland,Sediment,1.16
EC1_K038_Wetland,Wetland,1.16
EC1_K038_Wetland,Transition,1.16
EC1_K038_Wetland,Upland,1.16
EC1_K038_Sediment,Sediment,2.4899999999999998
EC1_K038_Sediment,Wetland,2.4899999999999998
EC1_K038_Sediment,Transition,2.4899999999999998
EC1_K038_Sediment,Upland,2.4899999999999998
EC1_K061_Wetland,Sediment,2.4799999999999995
EC1_K061_Wetland,Wetland,2.4799999999999995
EC1_K061_Wetland,Transition,2.4799999999999995
EC1_K061_Wetland,Upland,2.4799999999999995
EC1_K061_Upland,Sediment,3.95
EC1_K061_Upland,Wetland,3.95
EC1_K061_Upland,Transition,3.95
EC1_K061_Upland,Upland,3.95
EC1_K011_Sediment,Sediment,2.34
EC1_K011_Sediment,Wetland,2.34
EC1_K011_Sediment,Transition,2.34
EC1_K011_Sediment,Upland,2.34
EC1_K010_Sediment,Sediment,1.5899999999999999
EC1_K010_Sediment,Wetland,1.5899999999999999
EC1_K010_Sediment,Transition,1.5899999999999999
EC1_K010_Sediment,Upland,1.5899999999999999
EC1_K010_Upland,Sediment,3.4399999999999995
EC1_K010_Upland,Wetland,3.4399999999999995
EC1_K010_Upland,Transition,3.4399999999999995
EC1_K010_Upland,Upland,3.4399999999999995
EC1_K008_Sediment,Sediment,3.13
EC1_K008_Sediment,Wetland,3.13
EC1_K008_Sediment,Transition,3.13
EC1_K008_Sediment,Upland,3.13
EC1_K046_Wetland,Sediment,1.13
EC1_K046_Wetland,Wetland,1.13
EC1_K046_Wetland,Transition,1.13
EC1_K046_Wetland,Upland,1.13
EC1_K011_Upland,Sediment,3.9400000000000004
EC1_K011_Upland,Wetland,3.9400000000000004
EC1_K011_Upland,Transition,3.9400000000000004
EC1_K011_Upland,Upland,3.9400000000000004
EC1_K024_Wetland,Sediment,0.18999999999999995
EC1_K024_Wetland,Wetland,0.18999999999999995
EC1_K024_Wetland,Transition,0.18999999999999995
EC1_K024_Wetland,Upland,0.18999999999999995
EC1_K046_Upland,Sediment,1.9600000000000002
EC1_K046_Upland,Wetland,1.9600000000000002
EC1_K046_Upland,Transition,1.9600000000000002
EC1_K046_Upland,Upland,1.9600000000000002
EC1_K024_Upland,Sediment,0.6399999999999999
EC1_K024_Upland,Wetland,0.6399999999999999
EC1_K024_Upland,Transition,0.6399999999999999
EC1_K024_Upland,Upland,0.6399999999999999
EC1_K058_Wetland,Sediment,1.37
EC1_K058_Wetland,Wetland,1.37
EC1_K058_Wetland,Transition,1.37
EC1_K058_Wetland,Upland,1.37
EC1_K029_Transition,Sediment,0.30999999999999983
EC1_K029_Transition,Wetland,0.30999999999999983
EC1_K029_Transition,Transition,0.30999999999999983
EC1_K029_Transition,Upland,0.30999999999999983
EC1_K060_Wetland,Sediment,2.4000000000000004
EC1_K060_Wetland,Wetland,2.4000000000000004
EC1_K060_Wetland,Transition,2.4000000000000004
EC1_K060_Wetland,Upland,2.4000000000000004
EC1_K058_Transition,Sediment,0.7899999999999998
EC1_K058_Transition,Wetland,0.7899999999999998
EC1_K058_Transition,Transition,0.7899999999999998
EC1_K058_Transition,Upland,0.7899999999999998
EC1_K056_Transition,Sediment,2.6900000000000004
EC1_K056_Transition,Wetland,2.6900000000000004
EC1_K056_Transition,Transition,2.6900000000000004
EC1_K056_Transition,Upland,2.6900000000000004
EC1_K056_Wetland,Sediment,0.5999999999999999
EC1_K056_Wetland,Wetland,0.5999999999999999
EC1_K056_Wetland,Transition,0.5999999999999999
EC1_K056_Wetland,Upland,0.5999999999999999
EC1_K029_Wetland,Sediment,1.27
EC1_K029_Wetland,Wetland,1.27
EC1_K029_Wetland,Transition,1.27
EC1_K029_Wetland,Upland,1.27
EC1_K019_Transition,Sediment,3.75
EC1_K019_Transition,Wetland,3.75
EC1_K019_Transition,Transition,3.75
EC1_K019_Transition,Upland,3.75
EC1_K024_Transition,Sediment,1.8499999999999999
EC1_K024_Transition,Wetland,1.8499999999999999
EC1_K024_Transition,Transition,1.8499999999999999
EC1_K024_Transition,Upland,1.8499999999999999
EC1_K046_Sediment,Sediment,1.31
EC1_K046_Sediment,Wetland,1.31
EC1_K046_Sediment,Transition,1.31
EC1_K046_Sediment,Upland,1.31
EC1_K019_Upland,Sediment,2.9400000000000004
EC1_K019_Upland,Wetland,2.9400000000000004
EC1_K019_Upland,Transition,2.9400000000000004
EC1_K019_Upland,Upland,2.9400000000000004
EC1_K024_Sediment,Sediment,2.34
EC1_K024_Sediment,Wetland,2.34
EC1_K024_Sediment,Transition,2.34
EC1_K024_Sediment,Upland,2.34
EC1_K055_Upland,Sediment,3.51
EC1_K055_Upland,Wetland,3.51
