wavelength	S-Sdark	Sdark	I	Idark	Wavelength	R	Rdark	Mcorrect	XCorrect	Sc	Ic	Rc	Sc/Rc
nm	counts	counts			nm	uA	uA			counts*Mcorrect		uA*Xcorrect	counts/uA
	Raw CCD Data	Dark Offset CCD				Linear interp of B	Dark Offset Ref	interpolated	Linear interp of B	Dark Corrected CCD		Dark Corrected Ref	Fully Corrected Emission Spectrum
247.111	-3	2111	2.98003374688144	0.00296616871602253	350.0268	4.38734543168778	0.0011224421866389	1	1.01838652935028	-3	2.97706757816541	4.46687040723448	-0.671611156469021
249.35	12	2159						1		12			2.68644462587609
251.589	55	2075						1.29494841659069		71.222162912488			15.944533066627
253.829	63	2138						1.27219349586964		80.1481902397871			17.9428062452809
256.071	38	2088						1.28453522515297		48.8123385558128			10.9276370491423
258.313	-14	2142						1.29313672626018		-18.1039141676426			-4.05293024358211
260.556	75	2095						1.29762124967575		97.3215937256813			21.7874227038377
262.8	69	2079						1.31889138221741		91.0035053730011			20.3729898287654
265.045	66	2169						1.3311848205328		87.8581981551647			19.6688486894249
267.291	32	1924						1.32715850269794		42.4690720863342			9.50756753935639
269.538	20	2040						1.31771089458466		26.3542178916931			5.8999289186922
271.785	38	2310						1.29463942229748		49.1962980473041			11.0135942085149
274.034	29	2147						1.26719487547874		36.7486513888836			8.22693475265501
276.284	12	2198						1.2437932677269		14.9255192127228			3.34138173978578
278.534	83	2269						1.21757123494148		101.058412500143			22.6239857633815
280.785	69	2152						1.19404349088669		82.3890008711815			18.4444573851405
283.038	75	2065						1.17445929145813		88.0844468593597			19.7194990740496
285.291	147	2070						1.14899238502979		168.90188059938			37.812129119714
287.545	93	2212						1.13256092429161		105.32816595912			23.5798571161885
289.8	118	2210						1.11338102817535		131.378961324692			29.4118587169917
292.056	190	2140						1.09960613632202		208.925165901184			46.7721574287921
294.313	115	2386						1.07985373020172		124.183178973198			27.800936148063
296.571	158	2216						1.06108229291439		167.651002280474			37.5320945082598
298.83	199	2076						1.05125370264053		209.199486825466			46.8335697598591
301.089	176	2265						1.04446094954014		183.825127119064			41.1530020708332
303.35	133	2324						1.03635212182999		137.834832203388			30.857137019277
305.611	271	2016						1.03346272468567		280.068398389816			62.6990203110037
307.873	359	2285						1.02613383507729		368.382046792746			82.469830822967
310.137	630	2369						1.01664032948017		640.483407572508			143.385267352997
312.401	911	2183						1.01285588526726		922.711711478472			206.567826544522
314.665	1283	2080						1.00820509791374		1293.52714062333			289.582419612701
316.931	1637	2189						1.00141552519798		1639.3172147491			366.994576805739
319.198	2186	2155						0.993354327201844		2171.47255926323			486.128398922508
321.465	2517	2146						0.987558677196503		2485.6851905036			556.471301804014
323.734	2743	2194						0.992933319211006		2723.61609459579			609.736985023039
326.003	2882	2088						0.994872973501682		2867.22390963185			641.886521934492
328.273	2889	2195						0.999318111121654		2887.03002303046			646.320524176091
330.544	3024	2038						0.999052738189697		3021.13548028564			676.342764588078
332.816	3050	2277						0.998519322395325		3045.48393330574			681.793662151764
335.089	3126	2153						0.99640989369154		3114.77732767975			697.306401062162
337.363	3095	2097						0.994218846678734		3077.10733047068			688.873204265573
339.637	3265	2003						0.990875213265419		3235.20757131159			724.267166128638
341.912	4601	2288						0.986315049171448		4538.03554123783			1015.93176598275
344.189	14992	2270						0.984911090433598		14765.7870677805			3305.62244292246
346.466	49081	2114						0.98432514500618		48311.6624420483			10815.5504945484
348.743	63260	2275						0.988183764457703		62512.5049395943			13994.6985787521
351.022	63352	2183						0.991214072942734		62795.3939490681			14058.0290503538
353.302	63362	2173						0.99419793343544		62994.3694583364			14102.5737743167
355.582	40564	2152						0.996427663207054		40419.0917303309			9048.63764681167
357.863	10825	2297						0.996545427083969		10787.604248184			2415.02512155099
360.145	2994	2190						0.99848480463028		2989.46350506306			669.252347285778
362.428	2073	2091						0.997389421701431		2067.58827118707			462.871783304577
364.712	1658	2131						0.992847330093384		1646.14087329483			368.522191874822
366.996	1352	2240						0.986479816913605		1333.72071246719			298.580570035593
369.282	1234	2319						0.981532182693482		1211.21071344376			271.154209327877
371.568	1165	2248						0.973430332660675		1134.04633754969			253.879390750401
373.855	955	2062						0.972961461246014		929.178195489943			208.015480812933
376.143	964	2107						0.953890403747559		919.550349212647			205.860091155399
378.431	876	2217						0.937673596262932		821.402070326328			183.887598125971
380.721	864	2219						0.925762141942978		799.858490638733			179.064628636482
383.011	702	2276						0.919697756826877		645.627825292468			144.536950131085
385.302	877	2077						0.907902641057968		796.230616207838			178.252454989129
387.594	1504	2290						0.889364968657494		1337.60491286087			299.450127475045
389.886	3200	2118						0.86468685734272		2766.9979434967			619.448896259742
392.18	6487	2227						0.85177805185318		5525.48422237158			1236.99228287944
394.474	10701	2052						0.828343472361565		8864.1034977411			1984.41026705967
396.769	13755	2250						0.811414574325085		11161.0074698415			2498.61904472655
399.064	14184	2368						0.777925970554352		11034.1019663429			2470.20866073756
401.361	11419	2209						0.769095464766026		8782.30111216325			1966.09713546638
403.658	7238	2443						0.762151235699654		5516.45064399409			1234.96993220572
405.956	3651	2212						0.759270443201065		2772.09638812709			620.590287024544
408.255	1574	2273						0.751909650266171		1183.50578951895			264.951897328869
410.555	755	2225						0.739757430553436		558.516860067844			125.035384765871
412.855	433	2143						0.735133742690086		318.312910584807			71.2608339989609
415.157	371	2119						0.726653657436371		269.588506908894			60.3528829652796
417.459	195	2412						0.717370650231838		139.887276795208			31.316618581244
419.761	140	2139						0.706846804440021		98.958552621603			22.1538893228984
422.065	149	2199						0.700311073958874		104.346350019872			23.3600576033892
424.369	145	2267						0.692784095406532		100.453693833947			22.4886071624674
426.674	118	2099						0.683476420998573		80.6502176778317			18.0551953213623
428.98	114	2192						0.674950360059738		76.9443410468101			17.2255592913983
431.286	148	2266						0.671718940138817		99.4144031405449			22.2559407542996
433.593	114	2283						0.668286883950234		76.1847047703266			17.05549922535
435.901	126	2302						0.666701114952564		84.0043404840231			18.8060840869641
438.21	140	2042						0.66224689245224		92.7145649433136			20.756045394367
440.519	192	2124						0.658427118480206		126.418006748199			28.3012479035556
442.83	201	2132						0.652106192708016		131.073344734311			29.3434402130911
445.141	240	2103						0.649022947907448		155.765507497787			34.8712842095244
447.452	308	2221						0.642366389513016		197.848847970009			44.2924978637338
449.764	352	2196						0.635379093170166		223.653440795898			50.0693820070697
452.078	325	2356						0.631254005551338		205.157551804185			45.9287002085206
454.391	343	2228						0.626888889551163		215.022889116049			48.1372570755132
456.706	248	2311						0.624174324631691		154.795232508659			34.6540683736773
459.021	204	2170						0.62288531434536		127.068604126453			28.4468973894239
461.337	221	2268						0.618086870312691		136.597198339105			30.5800674489848
463.654	179	2216						0.613658705830574		109.844908343673			24.5910219749759
465.971	146	2380						0.609490041732788		88.9855460929871			19.9212285068462
468.289	172	2278						0.604761924147606		104.019050953388			23.286785035205
470.608	108	2416						0.601815566539764		64.9960811862946			14.5506977504939
472.927	87	2188						0.599672223567963		52.1714834504128			11.679650111612
475.247	105	2277						0.596604067206383		62.6434270566702			14.024008163571
477.568	124	2240						0.594237541675568		73.6854551677704			16.4959912533908
479.889	140	2180						0.592024919271469		82.8834886980057			18.5551585655516
482.212	68	2317						0.592317102909088		40.277562997818			9.01695355490614
484.534	62	2412						0.594473752737045		36.8573726696968			8.25127422770159
486.858	90	2359						0.593847845554352		53.4463060998917			11.9650451495819
489.182	132	2404						0.593445248842239		78.3347728471756			17.5368357945432
491.507	124	2128						0.594921152889729		73.7702229583263			16.5149682513397
493.833	132	2366						0.592186645328999		78.1686371834278			17.4996429394564
496.159	124	2269						0.591879195511341		73.3930202434063			16.4305237341428
498.486	116	2171						0.591259409070015		68.5860914521217			15.3543947326165
500.813	75	2181						0.591638120949268		44.3728590711951			9.93376906554742
503.141	116	2293						0.589587354838848		68.3921331613064			15.3109732152828
505.47	128	2333						0.590473465919495		75.5806036376953			16.9202588719131
507.8	105	2210						0.58938924074173		61.8858702778816			13.8544136354733
510.13	117	2294						0.584998700618744		68.444847972393			15.3227745003617
512.461	87	2410						0.584598456084728		50.8600656793714			11.386062509671
514.792	109	2414						0.583493433952332		63.6007843008041			14.2383320988666
517.124	71	2263						0.581232196092606		41.267485922575			9.23856798167655
519.457	110	2381						0.579351303219795		63.7286433541775			14.2669559544337
521.79	70	2201						0.580496786832809		40.6347750782967			9.09692276106446
524.124	79	2324						0.57870526099205		45.717715618372			10.2348426191922
526.458	66	2300						0.576307473778725		38.0362932693958			8.51519963681793
528.794	46	2466						0.577531453132629		26.566446844101			5.94744069607981
531.129	12	2279						0.578766483008862		6.94519779610634			1.55482410791636
533.466	93	2162						0.580180247664452		53.956763032794			12.0793213399266
