campaign,kit_id,transect_location,delta_do_hr
EC1,K018,Sediment,0.5715116908342763
EC1,K019,Sediment,0.07890802262914881
EC1,K025,Sediment,0.40136713309302746
EC1,K026,Sediment,23.48894970487532
EC1,K030,Sediment,48.353260059122285
EC1,K041,Sediment,0.3911827081122641
EC1,K050,Sediment,0.2304239967990055
EC1,K054,Sediment,0.3151751392861516
EC1,K059,Sediment,6.295386099851279
