"Name","date_run","Ion","Amount_bl_dil_corrected"
"EC1_K021",2022-02-11,"Potassium",3.91687778448375
"EC1_K048",2022-02-11,"Potassium",2.81690709246582
"EC1_K042",2022-02-11,"Potassium",3.17369427094326
"EC1_K010",2022-02-11,"Potassium",7.13011430706109
"EC1_K047",2022-02-11,"Potassium",1.39520020112382
"EC1_K013",2022-02-11,"Potassium",3.51764723468268
"EC1_K034",2022-02-11,"Potassium",16.4401107668081
"EC1_K025",2022-02-11,"Potassium",5.17794956071596
"EC1_K017",2022-02-11,"Potassium",26.3253132585144
"EC1_K029",2022-02-11,"Potassium",45.1818974479973
"EC1_K044",2022-02-11,"Potassium",20.0599838599797
"EC1_K036",2022-02-11,"Potassium",59.6947745384496
"EC1_K062",2022-02-11,"Potassium",73.1402113779582
"EC1_K054",2022-02-11,"Potassium",83.2387076115401
"EC1_K035",2022-02-11,"Potassium",75.1215971973551
"EC1_K051",2022-02-11,"Potassium",105.107417550712
"EC1_K059",2022-02-11,"Potassium",114.556049824218
"EC1_K021",2022-02-11,"Magnesium",20.1707926847456
"EC1_K048",2022-02-11,"Magnesium",10.0285114331107
"EC1_K042",2022-02-11,"Magnesium",13.6804093945796
"EC1_K010",2022-02-11,"Magnesium",11.2064471808571
"EC1_K047",2022-02-11,"Magnesium",18.2938935982244
"EC1_K013",2022-02-11,"Magnesium",19.7198403406074
"EC1_K034",2022-02-11,"Magnesium",53.3590198139077
"EC1_K025",2022-02-11,"Magnesium",24.2058429138933
"EC1_K017",2022-02-11,"Magnesium",87.4232426243358
"EC1_K029",2022-02-11,"Magnesium",158.852786920021
"EC1_K044",2022-02-11,"Magnesium",79.4085297958602
"EC1_K036",2022-02-11,"Magnesium",200.319672638493
"EC1_K062",2022-02-11,"Magnesium",252.684425924664
"EC1_K054",2022-02-11,"Magnesium",308.475371154924
"EC1_K035",2022-02-11,"Magnesium",302.249603356075
"EC1_K051",2022-02-11,"Magnesium",445.016517590863
"EC1_K059",2022-02-11,"Magnesium",462.815607559342
"EC1_K021",2022-02-11,"Calcium",40.5466347432553
"EC1_K048",2022-02-11,"Calcium",27.5661811150607
"EC1_K042",2022-02-11,"Calcium",34.3459830345297
"EC1_K010",2022-02-11,"Calcium",49.8101761411207
"EC1_K047",2022-02-11,"Calcium",50.1533808925512
"EC1_K013",2022-02-11,"Calcium",57.2364638100204
"EC1_K034",2022-02-11,"Calcium",43.7613103574979
"EC1_K025",2022-02-11,"Calcium",20.1862415674136
"EC1_K017",2022-02-11,"Calcium",55.257082533263
"EC1_K029",2022-02-11,"Calcium",89.3179454358395
"EC1_K044",2022-02-11,"Calcium",51.0234931766292
"EC1_K036",2022-02-11,"Calcium",100.386044083381
"EC1_K062",2022-02-11,"Calcium",125.448229344031
"EC1_K054",2022-02-11,"Calcium",159.710803778023
"EC1_K035",2022-02-11,"Calcium",55.898275256273
"EC1_K051",2022-02-11,"Calcium",78.8764419223183
"EC1_K059",2022-02-11,"Calcium",88.2209259476579
"EC1_K058",2022-02-16,"Chloride",10358.2443592975
"EC1_K046",2022-02-16,"Chloride",11386.0275459327
"EC1_K015",2022-02-16,"Chloride",12582.9999898526
"EC1_K056",2022-02-16,"Chloride",12387.3401685653
"EC1_K026",2022-02-16,"Chloride",22638.0088633381
"EC1_K040",2022-02-16,"Chloride",24652.6463377596
"EC1_K041",2022-02-16,"Chloride",25417.5121137677
"EC1_K058",2022-02-16,"Sulfate",1037.59828166452
"EC1_K046",2022-02-16,"Sulfate",1039.28234356656
"EC1_K015",2022-02-16,"Sulfate",1264.16681740508
"EC1_K056",2022-02-16,"Sulfate",1191.25858995352
"EC1_K026",2022-02-16,"Sulfate",2434.48981986268
"EC1_K040",2022-02-16,"Sulfate",2550.75680268433
"EC1_K041",2022-02-16,"Sulfate",2603.32158797625
"EC1_K058",2022-02-16,"Bromide",-4.99685074360415
"EC1_K046",2022-02-16,"Bromide",-2.10402551615751
"EC1_K015",2022-02-16,"Bromide",-2.00638812071434
"EC1_K056",2022-02-16,"Bromide",-2.26608389029058
"EC1_K026",2022-02-16,"Bromide",-1.4996469858941
"EC1_K040",2022-02-16,"Bromide",-0.21584080330566
"EC1_K041",2022-02-16,"Bromide",0.439260749323767
"EC1_K058",2022-02-16,"Nitrite_UV",12.8039766359712
"EC1_K046",2022-02-16,"Nitrite_UV",13.0299399701822
"EC1_K015",2022-02-16,"Nitrite_UV",15.6484476799341
"EC1_K056",2022-02-16,"Nitrite_UV",15.24228110255
"EC1_K026",2022-02-16,"Nitrite_UV",23.5631589946292
"EC1_K040",2022-02-16,"Nitrite_UV",29.5011967043098
"EC1_K041",2022-02-16,"Nitrite_UV",28.3612076128817
"EC1_K058",2022-02-16,"Nitrate_UV",6.60530371704351
"EC1_K046",2022-02-16,"Nitrate_UV",6.71045211117639
"EC1_K015",2022-02-16,"Nitrate_UV",7.64110700988357
"EC1_K056",2022-02-16,"Nitrate_UV",5.43944212196107
"EC1_K026",2022-02-16,"Nitrate_UV",10.1062835253183
"EC1_K040",2022-02-16,"Nitrate_UV",12.0861936658584
"EC1_K041",2022-02-16,"Nitrate_UV",11.6191546737981
"EC1_K058",2022-02-16,"Sodium",4100.80781247014
"EC1_K046",2022-02-16,"Sodium",4498.95007624278
"EC1_K015",2022-02-16,"Sodium",4988.09178619466
"EC1_K056",2022-02-16,"Sodium",4956.00594558365
"EC1_K026",2022-02-16,"Sodium",9223.18511825708
"EC1_K040",2022-02-16,"Sodium",9818.76780121872
"EC1_K058",2022-02-16,"Potassium",128.543144037356
"EC1_K046",2022-02-16,"Potassium",142.097296652417
"EC1_K015",2022-02-16,"Potassium",161.375900771326
"EC1_K056",2022-02-16,"Potassium",151.542210945142
"EC1_K026",2022-02-16,"Potassium",278.577651085774
"EC1_K040",2022-02-16,"Potassium",317.245420909559
"EC1_K041",2022-02-16,"Potassium",326.005055084209
"EC1_K058",2022-02-16,"Magnesium",505.797923134474
"EC1_K046",2022-02-16,"Magnesium",555.631365300022
"EC1_K015",2022-02-16,"Magnesium",623.660061500971
"EC1_K056",2022-02-16,"Magnesium",606.747208300146
"EC1_K026",2022-02-16,"Magnesium",1055.35345757552
"EC1_K040",2022-02-16,"Magnesium",1240.18857061132
"EC1_K041",2022-02-16,"Magnesium",1289.90236375118
"EC1_K058",2022-02-16,"Calcium",97.5830625498958
"EC1_K046",2022-02-16,"Calcium",110.382467926848
"EC1_K015",2022-02-16,"Calcium",123.480237760529
"EC1_K056",2022-02-16,"Calcium",114.509731220875
"EC1_K026",2022-02-16,"Calcium",201.558864028478
"EC1_K040",2022-02-16,"Calcium",240.008441527156
"EC1_K041",2022-02-16,"Calcium",251.183373583145
