campaign,kit_id,transect_location,tss_mg_perl,total_filter_mass_g,volume_filtered_ml,filters_used,tss_flag
EC1,K004,Water,44.98126047058934,0.047599999999999976,1057.849622130345,3,NA
EC1,K008,Water,21.836470181448053,0.012399999999999967,567.4497935232001,1,NA
EC1,K008,Water,41.13141798389509,0.020299999999999985,493.3518850694912,1,NA
EC1,K009,Water,221.17016164506379,0.23399999999999999,1057.9338837114753,3,NA
EC1,K010,Water,66.78538860281655,0.028800000000000048,431.1308062171188,1,NA
EC1,K010,Water,82.87091859344663,0.028100000000000014,339.0173966212643,1,NA
EC1,K010,Water,90.90963480911583,0.025800000000000045,283.7493508637516,1,NA
EC1,K011,Water,38.76989236084002,0.041000000000000036,1057.0940166851603,2,NA
EC1,K012,Water,1234.3720358654355,0.7826000000000001,633.99853046819,5,NA
EC1,K013,Water,296.4189099080062,0.3067000000000001,1034.6295843761498,3,NA
EC1,K014,Water,NA,0,NA,2,NA
EC1,K015,Water,63.06381461770141,0.06659999999999999,1055.8105591090473,1,NA
EC1,K016,Water,50.46263633840196,0.05289999999999995,1047.9746620730057,1,NA
EC1,K017,Water,89.23551983156375,0.09419999999999995,1055.4479565497807,2,NA
EC1,K018,Water,37.08773264282593,0.038899999999999935,1048.4209870324355,1,NA
EC1,K019,Water,5.02759916093292,0.0052000000000000934,1031.0745047321884,1,NA
EC1,K020,Water,3.117016260770281,0.0032999999999999696,1053.4045480170678,1,outside range
EC1,K021,Water,56.13911926428747,0.05690000000000006,1013.2704126434028,2,NA
EC1,K022,Water,17.439220542840324,0.01849999999999985,1059.8740692724625,3,NA
EC1,K023,Water,11.97681741558541,0.012700000000000045,1058.9951392035634,1,NA
EC1,K024,Water,18.010642065361246,0.018999999999999906,1054.0140366808114,1,NA
EC1,K025,Water,27.506056194761744,0.026499999999999968,962.8751835598152,1,NA
EC1,K026,Water,381.8829558809489,0.3806999999999998,996.8613681977279,4,NA
EC1,K029,Water,-265.2019072383973,-0.27710000000000035,1044.9260746636728,3,"negative filter mass, outside range"
EC1,K030,Water,51.437564078415946,0.053300000000000014,1035.891856804922,1,NA
EC1,K033,Water,4.456457346261543,0.0047000000000000375,1050.9508391461875,1,NA
EC1,K034,Water,18.77817438788737,0.019799999999999818,1053.5356973381283,2,NA
EC1,K035,Water,18.435451276338153,0.019499999999999962,1056.845576844835,1,NA
EC1,K036,Water,11.97023268825732,0.012599999999999945,1051.2337961740363,1,NA
EC1,K037,Water,9.032380540394469,0.009600000000000053,1061.000467500552,1,NA
EC1,K038,Water,33.75833240954618,0.03579999999999994,1059.9864781417816,2,NA
EC1,K039,Water,2.0122076100836908,0.0020999999999999908,1035.5586461969506,1,outside range
EC1,K040,Water,29.765463106151998,0.030100000000000016,1010.7065576257311,1,NA
EC1,K041,Water,54.29858019215856,0.05590000000000006,1029.1955808949506,1,NA
EC1,K042,Water,15.436282372586462,0.016199999999999992,1048.4102999137267,1,NA
EC1,K043,Water,137.06915115552295,0.11709999999999998,854.2155697720094,2,NA
EC1,K044,Water,29.060101920652215,0.01629999999999998,560.6039478423259,1,NA
EC1,K044,Water,234.28254544587847,0.11460000000000004,489.1202148522941,1,NA
EC1,K045,Water,7.107589350373958,0.007500000000000173,1052.886830677499,2,NA
EC1,K046,Water,179.66418531616114,0.1874,1042.966034027804,2,NA
EC1,K047,Water,4.335546906247422,0.0042999999999999705,988.2262632037322,1,NA
EC1,K048,Water,9.17187944544933,0.009199999999999875,1001.3537019029609,2,NA
EC1,K049,Water,5.101602706616123,0.005399999999999849,1055.2468550406038,1,NA
EC1,K050,Water,23.819518060875296,0.02510000000000001,1053.0643137799834,3,NA
EC1,K051,Water,20.415569786825397,0.021600000000000064,1057.2038764811825,2,NA
EC1,K052,Water,24.729815285490982,0.026000000000000023,1050.6961448019233,1,NA
EC1,K053,Water,15.164258419763357,0.016100000000000003,1060.6101302539994,1,NA
EC1,K054,Water,616.4727893586902,0.6223000000000001,1009.4268223420293,3,NA
EC1,K055,Water,15.197326651470087,0.013499999999999956,887.3983526918983,1,NA
EC1,K056,Water,205.7777965266743,0.21699999999999986,1054.4551758763957,3,NA
EC1,K057,Water,NA,0,NA,2,NA
EC1,K058,Water,31.080038685441515,0.03259999999999996,1048.3757212749995,1,NA
EC1,K059,Water,55.200034125322524,0.05810000000000004,1052.2366216377404,2,NA
EC1,K060,Water,162.4004108435961,0.13669999999999982,841.6653576897646,3,NA
EC1,K061,Water,72.64269504181682,0.07640000000000013,1051.4960794408487,2,NA
EC1,K062,Water,52.732992510953416,0.05559999999999987,1054.0548954087526,1,NA
