EX	EM	
497	610.891	0.00174690823737743
497	613.246	0.00133538600937838
497	615.602	0.00184754087963474
497	617.958	0.00198937220662436
497	620.315	0.00119759987044913
497	622.672	0.00125365863388127
497	625.03	0.00168811948295487
497	627.388	0.00192437655623046
497	629.747	0.0016128008542069
497	632.106	0.00166216993533609
497	634.466	0.00126024488362631
497	636.826	0.00142659384804127
497	639.187	0.00168688733680921
497	641.548	0.00139367577919141
497	643.91	0.00167796016410297
497	646.272	9.29175230136696E-4
497	648.634	0.00222137249153914
497	650.997	0.00163392835185875
497	653.361	9.23737239325043E-4
497	655.724	0.0013003197328164
497	658.089	9.92318194765825E-4
497	660.453	6.67227238581906E-4
497	662.818	0.00117046168595547
497	665.184	0.00104123530809234
497	667.55	0.00126915680963418
497	669.916	0.00106921236491825
497	672.283	9.53200155324135E-4
497	674.65	2.99083122812379E-4
497	677.018	-9.02821716661563E-5
497	679.386	7.08567533567747E-4
497	681.754	2.88738722168379E-4
497	684.123	5.95713211186924E-4
497	686.492	0.00109149975670134
497	688.862	0.00137707227954806
497	691.232	5.27236354137664E-4
497	693.602	9.06441942466347E-4
497	695.973	2.83464387423805E-4
497	698.344	6.62393882568574E-4
497	700.716	6.67030660258136E-4
497	703.088	6.07314638497084E-4
497	705.46	8.05073399532971E-5
497	707.832	1.63299965447937E-5
497	710.205	3.60649466750572E-4
497	712.579	1.97755442061074E-4
497	714.952	2.98397082854833E-4
497	717.326	2.50396933600574E-4
497	719.701	7.07754787956204E-4
497	722.075	-3.37695144806375E-5
497	724.45	1.36273947349155E-4
497	726.826	5.81757102622966E-4
497	729.201	5.1753383562881E-4
497	731.577	2.08617276428313E-4
497	733.954	-1.39664585930502E-4
497	736.33	-9.86656624559108E-4
497	738.707	-1.77048210298797E-5
497	741.085	5.55031962543785E-4
497	743.462	-1.98374055240067E-4
497	745.84	-5.8184579839252E-4
497	748.218	1.82394984821067E-4
497	750.597	1.83803223175256E-5
497	752.975	6.72721106262396E-4
497	755.355	-3.38194661077235E-4
497	757.734	-8.21095324275484E-4
497	760.113	3.85617945707673E-4
497	762.493	-7.35126209519328E-4
497	764.874	0.00105971564364532
497	767.254	0.00124344967381325
497	769.635	3.5873418438711E-4
497	772.016	-4.02060802213217E-4
497	774.397	-4.24967848445929E-4
497	776.778	-4.27207563318773E-4
497	779.16	1.65050205808513E-4
497	781.542	-2.07571331236731E-5
497	783.924	4.8017777392476E-4
497	786.307	3.79800142287487E-4
497	788.689	-2.32917087272116E-4
497	791.072	-4.96996623153544E-4
497	793.455	3.04802465105178E-4
497	795.839	1.09206359332827E-4
497	798.222	5.59997887937049E-4
497	800.606	-3.30795448616586E-4
497	802.99	-4.67074426279724E-4
497	805.374	7.79097602004206E-5
497	807.759	-7.20032873570407E-4
497	810.143	2.14076612340187E-4
497	812.528	-2.72470080282978E-4
497	814.913	-3.69773944557127E-4
497	817.298	4.88695100794565E-9
497	819.684	-2.33530527505696E-4
497	822.069	6.03361598055734E-4
497	824.455	3.89233097802822E-4
497	826.841	-1.75177820247175E-4
494	247.111	0
494	249.35	0
494	251.589	0
494	253.829	0
494	256.071	0
494	258.313	0
494	260.556	0
494	262.8	0
494	265.045	0
494	267.291	0
494	269.538	0
494	271.785	0
494	274.034	0
494	276.284	0
494	278.534	0
494	280.785	0
494	283.038	0
494	285.291	0
494	287.545	0
494	289.8	0
494	292.056	0
494	294.313	0
494	296.571	0
494	298.83	0
494	301.089	0
494	303.35	0
494	305.611	0
494	307.873	0
494	310.137	0
494	312.401	0
494	314.665	0
494	316.931	0
494	319.198	0
494	321.465	0
494	323.734	0
494	326.003	0
494	328.273	0
494	330.544	0
494	332.816	0
494	335.089	0
494	337.363	0
494	339.637	0
494	341.912	0
494	344.189	0
494	346.466	0
494	348.743	0
494	351.022	0
494	353.302	0
494	355.582	0
494	357.863	0
494	360.145	0
494	362.428	0
494	364.712	0
494	366.996	0
494	369.282	0
494	371.568	0
494	373.855	0
494	376.143	0
494	378.431	0
494	380.721	0
494	383.011	0
494	385.302	0
494	387.594	0
494	389.886	0
494	392.18	0
494	394.474	0
494	396.769	0
494	399.064	0
494	401.361	0
494	403.658	0
494	405.956	0
494	408.255	0
494	410.555	0
494	412.855	0
494	415.157	0
494	417.459	0
494	419.761	0
494	422.065	0
494	424.369	0
494	426.674	0
494	428.98	0
494	431.286	0
494	433.593	0
494	435.901	0
494	438.21	0
494	440.519	0
494	442.83	0
494	445.141	0
494	447.452	0
494	449.764	0
494	452.078	0
494	454.391	0
494	456.706	0
494	459.021	0
494	461.337	0
494	463.654	0
494	465.971	0
494	468.289	0
494	470.608	0
494	472.927	0
494	475.247	0
494	477.568	0
494	479.889	0
494	482.212	0
494	484.534	0
494	486.858	0
494	489.182	0
494	491.507	0
494	493.833	0
494	496.159	0
494	498.486	0
494	500.813	0
494	503.141	0
494	505.47	0.0042891438614946
494	507.8	0.00352210062335637
494	510.13	0.00334890875609343
494	512.461	0.00358628097557681
494	514.792	0.00366328441955212
494	517.124	0.00395039584221037
494	519.457	0.00374040308235694
494	521.79	0.00410054928454581
494	524.124	0.00357088389372725
494	526.458	0.00409154915590356
494	528.794	0.00388320129059505
494	531.129	0.0037672179987875
494	533.466	0.00394251788557849
494	535.803	0.00374308346890021
494	538.14	0.00389931665440088
494	540.479	0.00392454082182559
494	542.817	0.00404533752525031
494	545.157	0.00382181827201786
494	547.497	0.00406142656703948
494	549.838	0.00402547618931086
494	552.179	0.00419352119016367
494	554.521	0.0040925362268074
494	556.863	0.00354921378482926
494	559.206	0.00370483256730944
494	561.549	0.00391665084660742
494	563.893	0.00458620355026489
494	566.238	0.00363868570843729
494	568.583	0.00403405759742203
494	570.929	0.00377466037891198
494	573.276	0.00387314086831908
494	575.622	0.00356159953167869
494	577.97	0.00347545943779509
494	580.318	0.0032088567584997
494	582.666	0.00369084244224423
494	585.016	0.00395599530260804
494	587.365	0.00303614567981588
494	589.715	0.00335229129308905
494	592.066	0.00355868086241572
494	594.417	0.00296517516770522
494	596.769	0.00316410663685837
494	599.121	0.00325390704969592
494	601.474	0.00327719354881393
494	603.828	0.00245498826202345
494	606.181	0.00226970618510976
494	608.536	0.0024548161311979
494	610.891	0.00261880958879579
494	613.246	0.00184570608614838
494	615.602	0.00188806991324039
494	617.958	0.00281256707335307
494	620.315	0.0020547339022546
494	622.672	0.00233873951334208
494	625.03	0.00183121537235366
494	627.388	0.00160790464250266
494	629.747	0.00188863776321635
494	632.106	0.00167539329487813
494	634.466	0.00189157879611052
494	636.826	0.00157219946884235
494	639.187	0.00198642148494888
494	641.548	0.0018822462647277
494	643.91	0.00154076261822026
494	646.272	0.00128654033394378
494	648.634	0.00164249541242236
494	650.997	0.00116443831266505
494	653.361	0.001252962979005
494	655.724	0.00137785803602788
494	658.089	0.00142650133028259
494	660.453	0.00115902160160506
494	662.818	0.00123593784236475
494	665.184	0.00113135935882905
494	667.55	0.00121977322789711
494	669.916	7.63781852213465E-4
494	672.283	7.52530876201407E-4
494	674.65	7.14217373965645E-4
494	677.018	2.21401265723618E-4
494	679.386	0.00109370786435748
494	681.754	1.81625514280896E-4
494	684.123	8.69502826686319E-4
494	686.492	5.92789390043203E-4
494	688.862	0.00130722258829181
494	691.232	3.56176719734308E-4
494	693.602	5.45303137715632E-4
494	695.973	3.18250797459206E-4
494	698.344	5.79213250349193E-4
494	700.716	4.08402779511289E-4
494	703.088	5.57757317698341E-4
494	705.46	4.87794062807691E-4
494	707.832	-5.97220136411914E-5
494	710.205	7.22511179209613E-4
494	712.579	-2.57236212693776E-4
494	714.952	4.71867881350637E-4
494	717.326	9.50292631217356E-4
494	719.701	-9.2652297994437E-5
494	722.075	6.67546600308379E-4
494	724.45	3.43947721769333E-4
494	726.826	8.17160212337621E-4
494	729.201	2.06094595050753E-4
494	731.577	5.26672217830043E-4
494	733.954	5.45346505273133E-4
494	736.33	-8.0640805281697E-5
494	738.707	-6.49456862211801E-5
494	741.085	6.08400663824885E-4
494	743.462	8.31515388978544E-5
494	745.84	2.00398477539965E-4
494	748.218	1.6992001675042E-5
494	750.597	-3.36628843722919E-4
494	752.975	6.52005816608674E-4
494	755.355	7.76079330291748E-4
494	757.734	-6.99694336369969E-5
494	760.113	1.77110545493736E-4
494	762.493	-5.1523056337105E-4
494	764.874	-1.26015088343733E-4
494	767.254	-3.63066807726617E-5
494	769.635	-1.64811307430306E-4
494	772.016	-5.90308385061104E-4
494	774.397	-5.75945804028397E-4
494	776.778	-1.82825713380147E-5
494	779.16	0.00109879448247224
494	781.542	3.79844090230047E-4
494	783.924	0.00109281368701478
494	786.307	-8.13505269588291E-4
494	788.689	-1.35849872900277E-4
494	791.072	3.99296664103789E-5
494	793.455	3.99702933651392E-4
494	795.839	2.0052150568373E-4
494	798.222	7.91777677184864E-5
494	800.606	-1.24750941545807E-4
494	802.99	1.96482846474253E-4
494	805.374	6.43400303662225E-4
494	807.759	2.14386158499179E-4
494	810.143	3.39606577224074E-4
494	812.528	2.49965098579149E-4
494	814.913	2.68066817941384E-4
494	817.298	2.68182116816094E-4
494	819.684	-2.85997763271787E-4
494	822.069	3.93101900819708E-4
494	824.455	5.00320718508579E-4
494	826.841	-8.22322068121428E-4
491	247.111	0
491	249.35	0
491	251.589	0
491	253.829	0
491	256.071	0
491	258.313	0
491	260.556	0
491	262.8	0
491	265.045	0
491	267.291	0
491	269.538	0
491	271.785	0
491	274.034	0
491	276.284	0
491	278.534	0
491	280.785	0
491	283.038	0
491	285.291	0
491	287.545	0
491	289.8	0
491	292.056	0
491	294.313	0
491	296.571	0
491	298.83	0
491	301.089	0
491	303.35	0
491	305.611	0
491	307.873	0
491	310.137	0
491	312.401	0
491	314.665	0
491	316.931	0
491	319.198	0
491	321.465	0
491	323.734	0
491	326.003	0
491	328.273	0
491	330.544	0
491	332.816	0
491	335.089	0
491	337.363	0
491	339.637	0
491	341.912	0
491	344.189	0
491	346.466	0
491	348.743	0
491	351.022	0
491	353.302	0
491	355.582	0
491	357.863	0
491	360.145	0
491	362.428	0
491	364.712	0
491	366.996	0
491	369.282	0
491	371.568	0
491	373.855	0
491	376.143	0
491	378.431	0
491	380.721	0
491	383.011	0
491	385.302	0
491	387.594	0
491	389.886	0
491	392.18	0
491	394.474	0
491	396.769	0
491	399.064	0
491	401.361	0
491	403.658	0
491	405.956	0
491	408.255	0
491	410.555	0
491	412.855	0
491	415.157	0
491	417.459	0
491	419.761	0
491	422.065	0
491	424.369	0
491	426.674	0
491	428.98	0
491	431.286	0
491	433.593	0
491	435.901	0
491	438.21	0
491	440.519	0
491	442.83	0
491	445.141	0
491	447.452	0
491	449.764	0
491	452.078	0
491	454.391	0
491	456.706	0
491	459.021	0
491	461.337	0
491	463.654	0
491	465.971	0
491	468.289	0
491	470.608	0
491	472.927	0
491	475.247	0
491	477.568	0
491	479.889	0
491	482.212	0
491	484.534	0
491	486.858	0
491	489.182	0
491	491.507	0
491	493.833	0
491	496.159	0
491	498.486	0
491	500.813	0
491	503.141	0.00452041657244199
491	505.47	0.0038937688219661
491	507.8	0.003762191509956
491	510.13	0.00386722347660901
491	512.461	0.00286741036795345
491	514.792	0.00338554852191573
491	517.124	0.00379130012077198
491	519.457	0.00329011838631966
491	521.79	0.00363322543690957
491	524.124	0.00367281314930213
491	526.458	0.00348532291083599
491	528.794	0.00437578632805593
491	531.129	0.0038561107650277
491	533.466	0.00390632366514686
491	535.803	0.00439697424445698
491	538.14	0.00388484944013022
491	540.479	0.00457365406092651
491	542.817	0.00418502023628375
491	545.157	0.00393450317988625
491	547.497	0.0042853380908645
491	549.838	0.00400952972844779
491	552.179	0.00443718127344799
491	554.521	0.00407563792882086
491	556.863	0.00423744955679852
491	559.206	0.00364216810970832
491	561.549	0.00428536147578463
491	563.893	0.00446634925302537
491	566.238	0.00393038042313645
491	568.583	0.00451385163687701
491	570.929	0.0038402681613533
491	573.276	0.00417651461183694
491	575.622	0.00415613060826309
491	577.97	0.00352668307829337
491	580.318	0.00327565358941637
491	582.666	0.00380513901880223
491	585.016	0.00316684938404219
491	587.365	0.00351758552654696
491	589.715	0.00343943799439157
491	592.066	0.00365281416163502
491	594.417	0.00313675500496818
491	596.769	0.0028139842669837
491	599.121	0.00307196312201371
491	601.474	0.00274234651259954
491	603.828	0.00283540877326498
491	606.181	0.0028171247510593
491	608.536	0.00214751658574362
491	610.891	0.00233093175966716
491	613.246	0.00139308595744717
491	615.602	0.00197354043315329
491	617.958	0.00194986680065662
491	620.315	0.00139022988822768
491	622.672	0.00201345210141844
491	625.03	0.00165616696932434
491	627.388	0.00235274876798431
491	629.747	0.00146839809308305
491	632.106	0.00193988208207018
491	634.466	0.00144370318760142
491	636.826	0.00152109266154673
491	639.187	0.00179319533148327
491	641.548	0.00157901385522663
491	643.91	0.0014776683639752
491	646.272	0.00197828813293675
491	648.634	0.00165235235416875
491	650.997	0.00176773044642943
491	653.361	8.59694404239139E-4
491	655.724	0.00105801405208254
491	658.089	0.00155803242732091
491	660.453	0.00123097660065944
491	662.818	9.77493464156882E-4
491	665.184	8.87140549532559E-4
491	667.55	0.00138569995964016
491	669.916	0.00100557497587364
491	672.283	8.06856619380174E-4
491	674.65	0.00113393415729684
491	677.018	3.53520720620543E-4
491	679.386	0.0014019457953084
491	681.754	3.703236810575E-4
491	684.123	0.00121343914662504
491	686.492	7.21809709214894E-4
491	688.862	0.00189980270678144
491	691.232	4.34053088874479E-4
491	693.602	0.00126979336170728
491	695.973	3.12803424472654E-4
491	698.344	6.97739771332019E-4
491	700.716	2.87890602190519E-5
491	703.088	8.2244474633693E-4
491	705.46	3.05296555102925E-4
491	707.832	1.47896384877082E-5
491	710.205	0.00115433051988438
491	712.579	6.25037688640156E-4
491	714.952	6.13544620958457E-4
491	717.326	3.31652941738983E-4
491	719.701	-1.51990564394942E-4
491	722.075	1.67981363309749E-4
491	724.45	1.99922566687183E-4
491	726.826	6.48719609412332E-4
491	729.201	3.11541810393591E-4
491	731.577	5.80605444305949E-4
491	733.954	-1.57441087970934E-4
491	736.33	-9.53215026687135E-5
491	738.707	6.4064878404645E-5
491	741.085	3.07156962251722E-4
491	743.462	6.18933913972661E-4
491	745.84	-2.29795539036982E-4
491	748.218	5.10460128180523E-4
491	750.597	5.13231678152474E-4
491	752.975	5.39845027675705E-4
491	755.355	5.59657635576178E-4
491	757.734	-2.75667625451619E-4
491	760.113	0.00114887547489844
491	762.493	2.79413224837443E-4
491	764.874	-2.65700633172649E-4
491	767.254	-1.24762020851123E-4
491	769.635	1.44022915170502E-4
491	772.016	3.81229264650938E-4
491	774.397	-2.92395717220325E-4
491	776.778	-5.50970454906289E-4
491	779.16	2.42250123186418E-4
491	781.542	1.30765452312425E-4
491	783.924	6.22079337200885E-4
491	786.307	-5.14246015743774E-4
491	788.689	-4.77835466449624E-4
491	791.072	3.12227268133619E-4
491	793.455	-2.55496079449023E-4
491	795.839	4.92925560913044E-4
491	798.222	-3.87595896162279E-5
491	800.606	-3.16145291440295E-4
491	802.99	-1.75763608991069E-5
491	805.374	-1.75570179909814E-4
491	807.759	-1.58170870683966E-4
491	810.143	3.86548047239542E-4
491	812.528	2.10735657146971E-4
491	814.913	-3.5034467689533E-5
491	817.298	2.81131083542489E-4
491	819.684	-6.67675278951256E-4
491	822.069	1.40578829854863E-4
491	824.455	-8.78007594802644E-5
491	826.841	1.58060244505526E-4
488	247.111	0
488	249.35	0
488	251.589	0
488	253.829	0
488	256.071	0
488	258.313	0
488	260.556	0
488	262.8	0
488	265.045	0
488	267.291	0
488	269.538	0
488	271.785	0
488	274.034	0
488	276.284	0
488	278.534	0
488	280.785	0
488	283.038	0
488	285.291	0
488	287.545	0
488	289.8	0
488	292.056	0
488	294.313	0
488	296.571	0
488	298.83	0
488	301.089	0
488	303.35	0
488	305.611	0
488	307.873	0
488	310.137	0
488	312.401	0
488	314.665	0
488	316.931	0
488	319.198	0
488	321.465	0
488	323.734	0
488	326.003	0
488	328.273	0
488	330.544	0
488	332.816	0
488	335.089	0
488	337.363	0
488	339.637	0
488	341.912	0
488	344.189	0
488	346.466	0
488	348.743	0
488	351.022	0
488	353.302	0
488	355.582	0
488	357.863	0
488	360.145	0
488	362.428	0
488	364.712	0
488	366.996	0
488	369.282	0
488	371.568	0
488	373.855	0
488	376.143	0
488	378.431	0
488	380.721	0
488	383.011	0
488	385.302	0
488	387.594	0
488	389.886	0
488	392.18	0
488	394.474	0
488	396.769	0
488	399.064	0
488	401.361	0
488	403.658	0
488	405.956	0
488	408.255	0
488	410.555	0
488	412.855	0
488	415.157	0
488	417.459	0
488	419.761	0
488	422.065	0
488	424.369	0
488	426.674	0
488	428.98	0
488	431.286	0
488	433.593	0
488	435.901	0
488	438.21	0
488	440.519	0
488	442.83	0
488	445.141	0
488	447.452	0
488	449.764	0
488	452.078	0
488	454.391	0
488	456.706	0
488	459.021	0
488	461.337	0
488	463.654	0
488	465.971	0
488	468.289	0
488	470.608	0
488	472.927	0
488	475.247	0
488	477.568	0
488	479.889	0
488	482.212	0
488	484.534	0
488	486.858	0
488	489.182	0
488	491.507	0
488	493.833	0
488	496.159	0
488	498.486	0.00452102843713899
488	500.813	0.00438276534269814
488	503.141	0.00400599053933839
488	505.47	0.00399183964900793
488	507.8	0.00378374184444196
488	510.13	0.00392449387970591
488	512.461	0.00360276548091342
488	514.792	0.00359658708463078
488	517.124	0.00409734727328848
488	519.457	0.00350198215320475
488	521.79	0.00407221498137311
488	524.124	0.00376396234648029
488	526.458	0.00409174159010307
488	528.794	0.00454286730020986
488	531.129	0.00421747898877208
488	533.466	0.00453396837923831
488	535.803	0.00451669856904628
488	538.14	0.00510338660406045
488	540.479	0.00452005563540487
488	542.817	0.0041441043575013
488	545.157	0.00418455486115483
488	547.497	0.00497032592180633
488	549.838	0.00446115553928879
488	552.179	0.00480538484995192
488	554.521	0.0044967340345403
488	556.863	0.00484934078714851
488	559.206	0.00457338949322792
488	561.549	0.00405810161861283
488	563.893	0.00514144596154248
488	566.238	0.00409705206077456
488	568.583	0.00431976428124598
488	570.929	0.00426258736748921
488	573.276	0.00465430031374471
488	575.622	0.0045109848840546
488	577.97	0.00418110318508707
488	580.318	0.00344921838113952
488	582.666	0.00386609278276915
488	585.016	0.00354948536606325
488	587.365	0.00326489497179324
488	589.715	0.00328582627337165
488	592.066	0.00393755022679959
488	594.417	0.00365687040304735
488	596.769	0.00278996426852751
488	599.121	0.00264548412702451
488	601.474	0.00311846580048211
488	603.828	0.00291211954244356
488	606.181	0.0030959497875834
488	608.536	0.00229225493091856
488	610.891	0.00190927334200743
488	613.246	0.0022898721486264
488	615.602	0.00175206451465175
488	617.958	0.00233469955895152
488	620.315	0.00169156985803104
488	622.672	0.00244631537811682
488	625.03	0.00173190287525799
488	627.388	0.00200993213828838
488	629.747	0.0020684421996844
488	632.106	0.00172527334548703
488	634.466	0.00126784017854492
488	636.826	0.00196028712864046
488	639.187	0.00186766262285475
488	641.548	0.00184001183563179
488	643.91	0.0015515054125693
488	646.272	0.00169783044794361
488	648.634	0.00138052533139228
488	650.997	0.00115782410521223
488	653.361	0.00134212771473155
488	655.724	0.00177428986148111
488	658.089	0.00114437227749899
488	660.453	9.76551370436761E-4
488	662.818	9.85137581747379E-4
488	665.184	0.00165428676252871
488	667.55	9.2916519493473E-4
488	669.916	9.99884199131541E-4
488	672.283	0.00108096423740624
488	674.65	7.05981955719695E-4
488	677.018	7.24003270177668E-4
488	679.386	0.00139742323946943
488	681.754	4.51733570727191E-4
488	684.123	8.28103787873343E-4
488	686.492	0.0012637265867038
488	688.862	0.00148834720657533
488	691.232	2.71165944432026E-4
488	693.602	9.97648623260206E-4
488	695.973	-1.23951847410252E-4
488	698.344	5.10290433285276E-4
488	700.716	4.30539919071248E-4
488	703.088	8.94391108981239E-4
488	705.46	7.18199272810647E-4
488	707.832	-5.13065288362492E-4
488	710.205	7.74085546336509E-4
488	712.579	1.44104593311282E-5
488	714.952	5.2181313629907E-4
488	717.326	7.73487459388879E-4
488	719.701	-1.47377688617189E-4
488	722.075	-5.46968607895155E-4
488	724.45	3.27616419663176E-4
488	726.826	8.97443844306975E-5
488	729.201	2.7151048516158E-4
488	731.577	8.05448851410903E-4
488	733.954	3.05376081021321E-5
488	736.33	-1.69517549470834E-4
488	738.707	-2.01660955661284E-4
488	741.085	8.14108024253746E-4
488	743.462	3.62772819752794E-4
488	745.84	-3.65752781612047E-4
488	748.218	4.14580148717145E-4
488	750.597	-2.08475629657957E-4
488	752.975	4.90252955781841E-4
488	755.355	6.40727696486065E-4
488	757.734	-4.34217603787179E-4
488	760.113	0.00106229498150449
488	762.493	1.52256472592193E-4
488	764.874	-5.14837754857152E-5
488	767.254	-1.20817929106125E-4
488	769.635	3.65998552656964E-4
488	772.016	-2.46168328081874E-4
488	774.397	-0.00111480032728402
488	776.778	-5.33813310486916E-4
488	779.16	-7.21869245317842E-5
488	781.542	3.62087272641549E-4
488	783.924	-7.30377642777511E-5
488	786.307	-7.01075232432231E-4
488	788.689	-8.5191386077244E-4
488	791.072	-3.5906926253409E-4
488	793.455	-7.61651676202656E-5
488	795.839	1.33695850935103E-4
488	798.222	-1.88347060834255E-4
488	800.606	-2.72312126280516E-4
488	802.99	-2.04232068456888E-4
488	805.374	-4.25489707781069E-4
488	807.759	3.40461176075769E-5
488	810.143	8.67983197201564E-4
488	812.528	2.55301764943953E-4
488	814.913	2.21256748713271E-4
488	817.298	2.21247819900049E-4
488	819.684	-0.00119141478124014
488	822.069	-1.02137349625453E-4
488	824.455	1.0211959932081E-4
488	826.841	2.89364090933964E-4
485	247.111	0
485	249.35	0
485	251.589	0
485	253.829	0
485	256.071	0
485	258.313	0
485	260.556	0
485	262.8	0
485	265.045	0
485	267.291	0
485	269.538	0
485	271.785	0
485	274.034	0
485	276.284	0
485	278.534	0
485	280.785	0
485	283.038	0
485	285.291	0
485	287.545	0
485	289.8	0
485	292.056	0
485	294.313	0
485	296.571	0
485	298.83	0
485	301.089	0
485	303.35	0
485	305.611	0
485	307.873	0
485	310.137	0
485	312.401	0
485	314.665	0
485	316.931	0
485	319.198	0
485	321.465	0
485	323.734	0
485	326.003	0
485	328.273	0
485	330.544	0
485	332.816	0
485	335.089	0
485	337.363	0
485	339.637	0
485	341.912	0
485	344.189	0
485	346.466	0
485	348.743	0
485	351.022	0
485	353.302	0
485	355.582	0
485	357.863	0
485	360.145	0
485	362.428	0
485	364.712	0
485	366.996	0
485	369.282	0
485	371.568	0
485	373.855	0
485	376.143	0
485	378.431	0
485	380.721	0
485	383.011	0
485	385.302	0
485	387.594	0
485	389.886	0
485	392.18	0
485	394.474	0
485	396.769	0
485	399.064	0
485	401.361	0
485	403.658	0
485	405.956	0
485	408.255	0
485	410.555	0
485	412.855	0
485	415.157	0
485	417.459	0
485	419.761	0
485	422.065	0
485	424.369	0
485	426.674	0
485	428.98	0
485	431.286	0
485	433.593	0
485	435.901	0
485	438.21	0
485	440.519	0
485	442.83	0
485	445.141	0
485	447.452	0
485	449.764	0
485	452.078	0
485	454.391	0
485	456.706	0
485	459.021	0
485	461.337	0
485	463.654	0
485	465.971	0
485	468.289	0
485	470.608	0
485	472.927	0
485	475.247	0
485	477.568	0
485	479.889	0
485	482.212	0
485	484.534	0
485	486.858	0
485	489.182	0
485	491.507	0
485	493.833	0
485	496.159	0.0047585450328382
485	498.486	0.00420401913292921
485	500.813	0.00447197458434959
485	503.141	0.00374417074107856
485	505.47	0.00398721920111756
485	507.8	0.00406189404760204
485	510.13	0.00441140651351103
485	512.461	0.00369283473803643
485	514.792	0.00407506610435504
485	517.124	0.00414921535435632
485	519.457	0.00441371753203545
485	521.79	0.00436829589963758
485	524.124	0.00414888660713406
485	526.458	0.00469359321270538
485	528.794	0.00524879227273409
485	531.129	0.00473129236468909
485	533.466	0.00476077776584424
485	535.803	0.00489254510719545
485	538.14	0.00451346115118248
485	540.479	0.00484106766286675
485	542.817	0.00464862232919369
485	545.157	0.00467861682042168
485	547.497	0.0048880464407803
485	549.838	0.00484052716896218
485	552.179	0.00492414644366726
485	554.521	0.00494013068053035
485	556.863	0.00477180315367256
485	559.206	0.00457845910323705
485	561.549	0.00489530948047755
485	563.893	0.00486318389481767
485	566.238	0.00437687742903445
485	568.583	0.00468618170327786
485	570.929	0.00480859687353859
485	573.276	0.00469302424999804
485	575.622	0.00434509138915177
485	577.97	0.00400879671339676
485	580.318	0.00399527934363411
485	582.666	0.00425973932558912
485	585.016	0.00373982154870399
485	587.365	0.00372577226445163
485	589.715	0.00423196564329188
485	592.066	0.00376859691412623
485	594.417	0.00346446215071939
485	596.769	0.00355212127575876
485	599.121	0.00357355646940025
485	601.474	0.00315659321206436
485	603.828	0.00273891002267917
485	606.181	0.00343297685838818
485	608.536	0.0025015037970343
485	610.891	0.0027270117343785
485	613.246	0.00234001046678709
485	615.602	0.0022761500603011
485	617.958	0.00172775204687656
485	620.315	0.00206159555159022
485	622.672	0.0026651267811162
485	625.03	0.00171226478011747
485	627.388	0.00229533924845474
485	629.747	0.00239381290228321
485	632.106	0.00160114724618236
485	634.466	0.00183178919785269
485	636.826	0.00153415480613603
485	639.187	0.00190385749415689
485	641.548	0.00203149905556257
485	643.91	0.00168411689331091
485	646.272	0.00156589309620988
485	648.634	0.00182187612015288
485	650.997	0.00192646981611677
485	653.361	7.91142027237786E-4
485	655.724	8.75140115519393E-4
485	658.089	0.00112077121095085
485	660.453	9.80553568175231E-4
485	662.818	9.8897348608611E-4
485	665.184	0.00124762935888115
485	667.55	8.80114034195594E-4
485	669.916	0.00103917955151392
485	672.283	8.05375418332591E-4
485	674.65	0.00117699402385891
485	677.018	9.81566319363737E-4
485	679.386	0.00135445461541324
485	681.754	4.7118725743549E-4
485	684.123	8.74474852390898E-4
485	686.492	5.01235162108496E-4
485	688.862	0.00121792560866875
485	691.232	7.02896627122677E-4
485	693.602	8.32514521589646E-4
485	695.973	4.38342764433526E-4
485	698.344	6.89704736544621E-4
485	700.716	5.05799204931372E-5
485	703.088	0.00123251337273393
485	705.46	4.99296767613123E-4
485	707.832	-4.40320497621618E-4
485	710.205	3.25731027486622E-4
485	712.579	-6.54672934978016E-5
485	714.952	1.71375306369787E-4
485	717.326	4.11503151800637E-4
485	719.701	2.69751072272473E-5
485	722.075	1.07697205438511E-4
485	724.45	4.06282791384459E-4
485	726.826	7.48360273669097E-4
485	729.201	2.74726007299711E-5
485	731.577	2.21245329496277E-4
485	733.954	7.22014453127593E-4
485	736.33	1.68141087853782E-4
485	738.707	4.08849904010011E-4
485	741.085	7.26095305128519E-4
485	743.462	-4.01381880806708E-4
485	745.84	2.60125412293362E-4
485	748.218	6.95939862491264E-4
485	750.597	-1.89428134977896E-4
485	752.975	9.95431351875893E-4
485	755.355	2.54000600318692E-4
485	757.734	-3.03580054723151E-4
485	760.113	1.68562080500441E-4
485	762.493	2.46104161284395E-4
485	764.874	4.83518420169554E-4
485	767.254	-2.35373687492756E-4
485	769.635	-3.00975894743341E-4
485	772.016	3.20020399316704E-5
485	774.397	-4.50449986590976E-4
485	776.778	-4.2062520427888E-4
485	779.16	8.85905606875271E-4
485	781.542	-9.89018504533737E-5
485	783.924	5.31336456813762E-4
485	786.307	-5.19804828013475E-4
485	788.689	1.68487524224926E-4
485	791.072	-1.71577781477402E-4
485	793.455	5.71023795579571E-4
485	795.839	-6.94164188203638E-5
485	798.222	-1.88509854065779E-4
485	800.606	-1.85507083895781E-4
485	802.99	2.16609718488661E-4
485	805.374	-1.08248785987772E-4
485	807.759	-1.23981455321897E-4
485	810.143	5.72499177299341E-4
485	812.528	-9.29176872931913E-5
485	814.913	-2.94038419644255E-4
485	817.298	5.72466186615776E-4
485	819.684	-4.64295894296476E-5
485	822.069	4.79919122471576E-4
