Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
800	247.111	-119.472249679066
800	249.35	92.921869196751
800	251.589	146.134704823839
800	253.829	25.3488120487687
800	256.071	-12.7526508591079
800	258.313	25.7418752173588
800	260.556	12.9346823341778
800	262.8	144.460707960064
800	265.045	-44.168636625439
800	267.291	114.533044262664
800	269.538	-144.341991373035
800	271.785	-206.274834863201
800	274.034	-206.146112796575
800	276.284	49.5414372492748
800	278.534	-8.07413812645826
800	280.785	-35.6725573921571
800	283.038	11.6986189078807
800	285.291	22.8857915876633
800	287.545	-48.8757553254229
800	289.8	70.2235313005423
800	292.056	-98.5231804218827
800	294.313	-28.6714911696887
800	296.571	211.326079021531
800	298.83	6.99187007880256
800	301.089	-20.8046519640423
800	303.35	-48.1485007395168
800	305.611	-13.7101906404072
800	307.873	81.744636935981
800	310.137	-67.4750248049986
800	312.401	-144.541128616585
800	314.665	-53.5544543337541
800	316.931	-36.5611307053639
800	319.198	105.501947332981
800	321.465	39.3133414484586
800	323.734	-187.844394711633
800	326.003	-36.3222657370304
800	328.273	72.9691105392696
800	330.544	-26.5341468492404
800	332.816	-155.764109378149
800	335.089	-72.7416376979255
800	337.363	-69.303368139582
800	339.637	39.4657083016922
800	341.912	-91.6643225374987
800	344.189	-183.089663823731
800	346.466	94.7461643969411
800	348.743	-16.4164303313053
800	351.022	13.1550167606456
800	353.302	-108.907945624027
800	355.582	-76.0792238653417
800	357.863	86.0004294009852
800	360.145	-43.0914721801601
800	362.428	-49.6555643643504
800	364.712	6.5936630518057
800	366.996	49.1265107753146
800	369.282	26.0442846221971
800	371.568	84.0134492395521
800	373.855	-6.45899261409866
800	376.143	-126.646941354801
800	378.431	-74.7177365133188
800	380.721	95.2284064585422
800	383.011	9.15030538542606
800	385.302	-72.3357392213762
800	387.594	-14.7469988471924
800	389.886	17.2237259160501
800	392.18	-73.5140561391124
800	394.474	21.9891378856607
800	396.769	-10.7767521413406
800	399.064	15.4996987475477
800	401.361	30.6310386578846
